id,nombre,apellido,email,telefono,direccion,ciudad,estado,codigo_postal,pais,empresa,puesto,fecha_registro,fecha_ultima_compra,producto_favorito,monto_total_compras,frecuencia_compra,metodo_pago,activo,notas,fecha_nacimiento,genero,nivel_ingresos,nivel_satisfaccion,cliente_recurrente,nps,descuento,tipo_cliente,referido_por,region
929fc521-cfb7-4d34-914b-951d611afcb5,Suzanne,Johnson,sandra08@example.net,(672)885-7721x8879,55415 Waller Track Apt. 122,East Jack,California,30782,Solomon Islands,"Myers, Holland and Valenzuela",Advertising copywriter,2024-11-13,2024-07-21,both,5482.28,Baja,PayPal,True,Play now give concern even trial range.,1960-07-13,M,Bajo,4,True,-19,10%,Leal,Richard Steele,Sur
0538ab21-499d-49ae-9751-2167a8d40ff3,Alejandra,Odom,alexanderdaniel@example.com,628-488-3626x7482,2333 Roy Valley Apt. 498,Hannahland,Arkansas,45723,Swaziland,Jones LLC,"Producer, television/film/video",2024-02-01,2024-08-19,so,7894.02,Alta,PayPal,True,Nation edge early term participant who check.,1986-10-23,Otro,Medio,7,False,55,12%,Potencial,Frank Poole,Internacional
63f59a2a-413e-4340-be25-39755a1859eb,Antonio,Guerrero,davidgraham@example.net,988.226.6442,403 Perkins Track,Catherinebury,Indiana,12813,Somalia,"Fernandez, Lee and Robertson",Forest/woodland manager,2023-06-19,2024-08-03,central,5747.38,Alta,PayPal,False,Watch stock individual.,1998-07-23,F,Alto,3,False,-78,0%,Nuevo,Christina Griffith,Norte
da70175c-44bb-460a-99c2-7cdf78c35b1d,Valerie,Mckay,kevinwilliams@example.net,735.491.9083x330,405 Aaron Flats,Bennettport,Tennessee,01245,Uruguay,Richardson Group,Technical sales engineer,2025-03-27,2024-09-08,daughter,6940.81,Media,PayPal,False,Attack machine player would onto almost Mrs.,1997-10-20,M,Bajo,9,True,29,15%,Nuevo,Haley Walter,Este
05130915-1970-4ee3-9eed-574846a797e5,Virginia,Reyes,qharvey@example.com,323-736-8788,5729 Morris Village,Shawnside,Texas,96627,Guinea-Bissau,Golden Ltd,Occupational hygienist,2024-03-23,2025-03-11,generation,4765.74,Media,Tarjeta,True,Than money throughout over music itself situation.,1954-12-11,Otro,Bajo,8,True,-13,41%,VIP,Emily Jones,Internacional
6d77c89b-c4d5-4785-bcec-bee895a6d703,Anna,Espinoza,ryan24@example.org,001-519-591-7973x109,92004 Peters Landing Apt. 287,Johnsonland,Delaware,38004,Korea,"Wagner, Cain and Cook","Investment banker, operational",2024-08-05,2024-11-06,voice,5124.73,Alta,Transferencia,False,Senior black writer cover evidence center suddenly.,1980-05-22,Otro,Alto,1,True,-39,1%,Potencial,Adam Gonzales,Internacional
73469778-6b4a-4554-8b43-3357bed231e3,Sarah,Blair,ucarlson@example.org,(220)774-8744x2085,4732 Andrew Spurs,Williamside,Kentucky,08677,Ukraine,Nunez-Mcmahon,Comptroller,2023-12-17,2025-02-22,sure,9042.19,Media,PayPal,True,Green capital to beyond near take star.,1980-02-08,M,Alto,3,True,73,9%,Nuevo,Andrew Martinez,Este
0fb219f0-c9e7-48ea-91b6-ebf91bea372e,Megan,Davidson,stevensonbonnie@example.net,+1-812-788-6610,56205 Crystal Valley Suite 755,West Kaylashire,Nevada,07055,Antarctica (the territory South of 60 deg S),Gonzalez-Kent,Print production planner,2024-10-12,2024-10-18,left,4798.78,Baja,Transferencia,True,Few arm whether notice.,2006-06-13,Otro,Bajo,7,False,-13,15%,Leal,Melanie Joseph,Internacional
5cc524aa-30d4-4ac5-91a4-9502cc9ca2f7,Rachel,Lynch,perezstephen@example.com,001-981-654-9734,6103 Chelsea Drive,New Toddshire,Montana,13331,Paraguay,Wilson-Walker,"Engineer, drilling",2024-09-21,2024-11-25,right,3518.99,Media,PayPal,False,Last own then century poor senior these image.,2006-04-03,M,Alto,4,False,77,49%,Potencial,Kristi Mcdonald,Este
3a2c26e9-724a-4b5f-ab39-1b7ae7268178,Ashley,Carlson,fordjordan@example.net,656.741.9296,326 Anderson Manor,Jeffreystad,Massachusetts,41490,Taiwan,"Davis, Silva and Love",Consulting civil engineer,2023-12-23,2024-11-06,institution,6762.18,Baja,Transferencia,True,Reduce fire man different.,2002-08-19,M,Bajo,7,False,49,5%,Potencial,Holly Lewis,Internacional
a91942bb-803a-46fd-81ed-25ae06020745,Randy,Wade,tinachavez@example.org,470-901-2646,376 Jeffrey Gateway Apt. 201,Murphyville,Arkansas,67524,Vanuatu,Fleming Inc,Podiatrist,2024-04-25,2024-09-29,husband,7451.06,Baja,Transferencia,True,Him camera debate economic beautiful need teach thus.,2005-05-16,F,Alto,1,False,-22,14%,VIP,David Wilson,Oeste
ac913ffa-e74d-4a34-8c11-d1a9cd4ea892,Thomas,Mcknight,adamwilliams@example.net,947.518.1366,9842 Peterson Grove Apt. 058,West James,Missouri,02622,Antarctica (the territory South of 60 deg S),"Clark, Ellis and Christensen","Engineer, site",2024-07-21,2024-05-22,themselves,4484.86,Alta,Tarjeta,True,And friend put door special executive share.,2001-05-21,F,Alto,3,True,-36,36%,Nuevo,Justin Scott,Norte
d70f81a2-7e7e-4b4e-a040-6b82a0305022,Michael,Henderson,mwood@example.net,309-371-4486x662,77123 Smith Junction,Walkerburgh,Montana,84515,Kuwait,"Thompson, Stark and Wallace","Conservator, museum/gallery",2023-06-07,2025-02-15,spring,1267.24,Media,Transferencia,True,Yourself own whatever cause game.,1957-08-20,M,Medio,10,False,36,24%,Nuevo,Christopher Shannon,Sur
680a34f6-eb88-4226-81c6-9a8dabca85b6,Benjamin,Rodriguez,susan66@example.com,984.597.6430x409,782 Brown Forge Suite 286,Garyberg,Wisconsin,34652,Western Sahara,"Lewis, Chandler and Perkins","Engineer, building services",2025-01-29,2024-10-04,sometimes,4574.98,Alta,Transferencia,True,Under while section fish wall try no.,2004-12-05,Otro,Medio,4,False,-1,48%,Leal,Jennifer Cross,Norte
a707adca-3924-4804-89b4-bae02ce1b9ee,Dylan,Boyle,patriciathomas@example.com,001-821-814-3034,437 Stephens Rest,North Brettview,Massachusetts,44861,Guernsey,"David, Moore and Brown",Personal assistant,2025-02-23,2024-11-27,or,3312.08,Alta,Tarjeta,True,Interesting truth crime design indeed think.,1986-03-29,M,Alto,7,True,-54,2%,Nuevo,Melinda Day,Oeste
148fe3c5-66b5-492e-93dc-8e69b0230946,Willie,Hughes,robbinselijah@example.com,001-870-893-2875x03937,740 Charlene Loop,Brianaville,Tennessee,03347,Mayotte,Murillo-Gonzalez,"Engineer, broadcasting (operations)",2024-01-11,2024-06-13,paper,4409.56,Alta,Efectivo,False,Former wall decision forward morning suddenly.,1985-12-14,M,Bajo,10,False,-48,9%,Leal,Kathryn Daniels,Internacional
88478c9a-399d-47b8-b4c6-6b583728f29b,Michelle,Dennis,lisa12@example.com,+1-265-970-9002,350 Corey Manors Suite 120,Catherinetown,Massachusetts,00995,Germany,King LLC,Health service manager,2024-12-15,2024-10-25,hospital,8871.96,Baja,PayPal,True,Economic cup avoid talk.,1988-07-25,Otro,Alto,4,False,28,31%,Nuevo,Tiffany Taylor,Este
2d187bc4-96b6-4faf-bce2-c31cd4a74998,Kristin,Morgan,bpugh@example.net,001-492-316-6306,714 Zachary Shoals,West Donaldfort,Rhode Island,80078,Bouvet Island (Bouvetoya),King-Irwin,Diplomatic Services operational officer,2024-06-28,2024-07-21,democratic,292.3,Alta,PayPal,True,Everything available not no very.,1997-09-18,F,Alto,4,False,73,47%,VIP,Ann Rodriguez,Sur
a5b67061-f8df-474b-85e7-2564b54957d2,Ashley,Floyd,hingram@example.net,(392)879-4320x307,43815 Kevin Valley,North Ruben,Louisiana,61568,Oman,Chavez Group,Adult nurse,2023-09-11,2024-05-29,sister,8765.21,Baja,Tarjeta,False,Occur free speech scene arm the tonight.,1976-01-02,M,Alto,2,True,-46,26%,VIP,Brett Rodriguez,Sur
96e3d55b-a452-4d4a-99d7-515d1832f8eb,Kayla,Fitzpatrick,erica55@example.com,001-564-927-4808x37289,7976 Debra Road,South Jennifer,Arkansas,03364,Suriname,Mcclain Ltd,Software engineer,2023-11-27,2025-01-21,run,4526.6,Baja,Tarjeta,False,Create effect discover continue federal.,1990-08-28,Otro,Bajo,7,False,-1,19%,Leal,Ebony Thompson,Internacional
72d51323-d775-4519-8ed4-d0b7461b875c,Maria,Meadows,courtney33@example.org,570.858.1171,7293 Melissa Forest,Carterberg,Washington,67771,Angola,"Baxter, Thomas and Barnes",Volunteer coordinator,2023-11-20,2024-09-01,person,9459.31,Media,Efectivo,False,Table very model air company hospital expert nature.,1965-09-24,M,Medio,1,False,44,15%,Potencial,Maria Barber,Sur
c2eba9c1-58f8-4e76-9802-19b24b955976,Andrew,Singh,uneal@example.net,429-634-0148,7403 Frank River,New Gregoryton,Illinois,13060,Azerbaijan,"Graves, French and Lane","Surveyor, land/geomatics",2023-07-24,2024-06-20,from,9308.31,Media,Tarjeta,True,Law appear wait Republican education might.,1995-07-23,F,Alto,3,True,60,39%,Leal,Linda Allen,Este
0c745df2-4546-4d97-abac-7dd884c23dbe,Meredith,Taylor,joneschristopher@example.net,(793)632-2131x415,825 Frank Shore Apt. 140,Lake Lisa,North Carolina,63392,Congo,Andrade-Wood,Museum/gallery conservator,2024-05-14,2024-08-30,avoid,9919.53,Media,Efectivo,True,Third why cause increase.,1957-05-19,M,Alto,7,False,-62,45%,VIP,Amy Johnson,Oeste
9049cca8-0997-402c-b716-73040ddc5a8e,Mark,Hill,eodonnell@example.com,336.938.8252x34868,012 Graves Haven Apt. 580,Jonesfurt,Mississippi,59734,Turkey,Johnson Group,"Engineer, structural",2025-02-26,2025-02-11,history,7265.21,Media,Tarjeta,True,Action be establish although.,1977-10-12,Otro,Alto,4,True,77,29%,VIP,David Hendricks,Internacional
4713a653-86ee-4d34-920c-8af9be4ef5a2,Andre,Garcia,blackwelljerry@example.org,001-801-510-5559x54700,75604 Lewis Shores Apt. 661,Boydburgh,Delaware,02132,Comoros,"Long, Bowers and Glover",Freight forwarder,2025-03-07,2024-09-10,he,7015.85,Media,Efectivo,True,Treat job feel actually into.,1967-05-14,Otro,Bajo,10,False,-76,46%,Leal,James Mcgee,Norte
071fe1c3-1dac-4bda-a6bb-d3ded16e3b57,Jeffrey,Patrick,carriereid@example.org,947.509.7797,5330 Jenkins Divide Suite 293,Port Brianberg,Rhode Island,06996,Tunisia,Mueller and Sons,Network engineer,2024-04-09,2024-05-08,the,7801.97,Alta,Efectivo,True,East all marriage.,1964-01-23,F,Bajo,9,False,-5,15%,Nuevo,Natalie Wagner,Sur
782080d6-3828-4829-8399-cadfa02b6990,Lisa,Cortez,ewashington@example.org,807.315.6701x667,7428 William Mall,Gregoryberg,Tennessee,20588,Saint Vincent and the Grenadines,Hicks-Lynch,Arboriculturist,2023-12-23,2024-11-10,player,7034.51,Baja,Transferencia,False,Remain chance real hold size star.,2003-04-09,F,Bajo,10,False,60,32%,Nuevo,Cory Davenport,Internacional
5b58d219-ba57-4d8e-ae26-38ca730a2ad0,Gina,Wallace,kimberlythompson@example.net,(525)936-0467,7272 Michael Pines,Kristenfort,Georgia,75644,Solomon Islands,"Morris, Bates and Joseph",Secretary/administrator,2024-06-04,2025-01-28,food,322.13,Alta,Efectivo,False,Opportunity owner near system go live.,2003-01-12,M,Bajo,4,True,-53,49%,VIP,Samantha Smith,Oeste
ea5f67cd-398a-4b35-9cd8-6b69a2be42f3,Lindsey,Thomas,jblackburn@example.com,374.546.8855x0725,4032 Hodge Crossing Apt. 088,East Davidhaven,Mississippi,42727,Kiribati,Arias Inc,"Engineer, manufacturing",2023-06-07,2025-02-13,increase,5624.06,Alta,Tarjeta,False,Tv weight suddenly might say along.,1981-03-14,M,Medio,8,True,-98,6%,Nuevo,Andrew Rowe,Internacional
f9a4405e-3669-47b1-90e5-0f7ea35de2a7,Krystal,King,rcline@example.org,3028185574,651 Joshua Villages Suite 095,West Anita,Washington,47327,Bhutan,Carpenter-Williams,Art therapist,2023-12-07,2024-07-08,rich,9760.82,Media,PayPal,False,Certainly son want answer movie suddenly.,1966-03-04,M,Bajo,7,True,-74,9%,Potencial,Ryan Thomas,Sur
a85f8c1b-7515-480e-b986-4b669b34a93e,Daniel,Patel,sellerschristopher@example.net,001-546-275-9663x4997,17979 White Ports,Ambermouth,Virginia,73965,Korea,"Moreno, Hicks and Chambers",Animal nutritionist,2024-09-22,2024-07-23,director,6210.45,Alta,Transferencia,True,Born leader appear likely seem.,1992-03-22,M,Alto,7,False,-56,18%,Potencial,Trevor Robinson,Internacional
dee8f88d-24ed-4385-849b-a08d16a621de,Brian,Powell,jleach@example.com,001-764-921-0354x285,540 Brent Green Apt. 832,East Triciastad,Iowa,10786,Barbados,"Daniel, Morrison and Payne",Air cabin crew,2025-03-17,2025-03-12,involve,1086.93,Media,Efectivo,True,Poor stage skill admit.,1984-08-15,M,Bajo,5,False,-7,2%,Leal,Jacqueline Meyer,Internacional
7152a589-129b-405c-ae58-bc6c97f0d4b2,Christina,Johnson,margaretdavidson@example.org,873.413.7463,061 Colleen Trail,Port Scott,Alaska,14469,Sao Tome and Principe,Brown-Hernandez,Database administrator,2024-04-19,2025-03-09,her,6477.99,Alta,Efectivo,True,Dark environment remember work chance protect month.,1997-06-15,M,Bajo,4,False,77,15%,VIP,Thomas Mejia,Este
05a8d691-a9b4-4619-b10b-19d8323a7f6f,Chad,Cisneros,zandrade@example.net,001-217-369-2061,8400 Michael Rue,East Paul,Arkansas,38165,Czech Republic,Jacobs-Martin,Administrator,2023-06-19,2024-10-02,price,3504.47,Baja,PayPal,True,Member current third join treat town affect involve.,1974-12-16,F,Alto,2,True,12,12%,Potencial,Latasha Thomas,Oeste
82aebda1-dc26-4d1b-b18c-e639c3a90c4c,Joseph,Davis,jerryjimenez@example.org,+1-326-598-9818x210,35363 Joseph Courts Apt. 212,Krauseside,Massachusetts,98454,Greece,Kelly PLC,Oncologist,2023-09-28,2025-01-26,direction,7246.73,Alta,PayPal,False,North wait rate message level.,1992-09-09,M,Bajo,8,True,-60,25%,Nuevo,Victor Ryan,Este
9d47f49e-f4b1-43da-99a0-527399d447c2,Thomas,Hunter,misty54@example.org,472-970-8290x30011,144 Harmon Terrace Suite 225,New Karen,Rhode Island,79807,Ethiopia,Cole Inc,Dentist,2024-05-28,2025-04-29,avoid,8554.31,Baja,Tarjeta,False,Front mind left ability.,1995-05-28,F,Alto,2,False,-60,13%,Potencial,Edward Gonzalez,Norte
b6d7f714-3d92-4f99-935b-54dd0e718cc3,Rachel,Carroll,bethany70@example.com,001-656-669-9771x699,35773 Gray Pike,Taylorchester,Texas,75534,Cameroon,Olson-Holt,"Programmer, systems",2023-07-28,2024-07-28,nothing,8368.08,Baja,Efectivo,True,Southern party in analysis issue baby.,1972-01-12,M,Medio,6,False,-63,47%,Leal,Emily Perez,Este
5faeebaa-05be-4784-8d9b-c60d4dbafc06,Dana,Thomas,stacey93@example.com,001-899-298-7728x49133,597 Sarah Crest Suite 863,Lake Samuel,Minnesota,71042,Australia,"Brown, Reed and Gonzalez","Nurse, mental health",2024-01-15,2024-11-19,find,5541.51,Alta,Tarjeta,False,Finish what join statement.,1959-11-21,M,Alto,5,True,-43,46%,VIP,Tanner Smith,Internacional
f0c76fad-8888-4caf-a7be-ac2bba439c9a,Michael,Lewis,icampbell@example.net,001-974-283-0177x3401,6965 Carlson Ridges,Robertfort,Iowa,12345,New Caledonia,Ponce-Green,Television floor manager,2024-05-16,2025-01-27,necessary,314.68,Alta,PayPal,False,Already role building material state ago avoid exactly.,1973-02-28,F,Medio,9,False,3,20%,Nuevo,Melinda White,Oeste
e76b249e-fdd8-498a-9f2c-48b47cbe3d80,Adam,Cook,dawngibson@example.com,813-305-2855,999 Amber Bridge Apt. 033,Christinashire,South Dakota,58504,Saint Vincent and the Grenadines,Murphy and Sons,Food technologist,2023-11-11,2024-09-18,offer,1598.98,Media,PayPal,False,Sound able these wrong describe.,1980-10-23,F,Bajo,2,True,76,18%,VIP,Samuel Hall,Sur
18126ed5-b413-40a9-8a7c-bb01c354a74e,Elizabeth,Woods,melissakelly@example.com,001-206-224-3108,15420 Elizabeth Coves Apt. 088,Phillipsport,New Jersey,33274,Saint Kitts and Nevis,Gordon and Sons,Retail merchandiser,2024-10-20,2024-10-18,wide,7901.17,Baja,Tarjeta,True,Different free attorney experience.,1956-05-20,M,Medio,4,False,-87,9%,Nuevo,Ashley Thomas,Norte
6056c00f-8c4d-4505-9f45-1f7dd36dc973,Rebecca,Acosta,cristian23@example.com,001-697-363-3459x906,9127 Dorothy Roads,Ralphbury,Georgia,86743,Iceland,Lam-Garrett,"Engineer, petroleum",2024-11-04,2024-09-14,join,2964.47,Alta,Tarjeta,True,Water low eat financial specific our.,1991-03-16,F,Medio,1,True,72,32%,Potencial,Michael Braun,Norte
b42a2358-3dcc-4ff6-9f9e-2ce5853b7d01,Paige,Lee,aliciagaines@example.net,928-830-9071,864 Hudson Lake Suite 827,South Michael,New Jersey,68398,Guadeloupe,"Wilcox, Gordon and Lewis",Waste management officer,2024-09-19,2024-08-29,agency,9970.72,Alta,Efectivo,False,Ready source set guy.,1997-03-25,M,Alto,9,True,35,28%,Nuevo,William Morris,Oeste
407730f5-116d-4b05-838f-db877719d724,Catherine,Anderson,valeriepotter@example.com,613.388.1187x4015,580 Doyle Knolls Suite 402,Clarkbury,South Dakota,96871,Guinea,Robinson PLC,Meteorologist,2023-07-05,2024-09-19,strong,6920.54,Baja,PayPal,False,Four stock place everything room war.,2002-04-11,Otro,Alto,6,True,47,33%,Nuevo,Rebecca Espinoza,Este
e52aa55d-e200-48ff-9ce2-3584d8efd12d,Edward,Barnett,wwright@example.net,6177340724,19094 Emily Ranch,Aguilarton,Pennsylvania,08744,Benin,"Lee, Coleman and Mitchell",Health service manager,2023-12-19,2024-12-05,far,5243.9,Media,Transferencia,False,On letter which budget word.,1955-12-25,F,Bajo,3,True,-88,13%,Nuevo,Marie Vincent,Norte
cbd492fd-588b-4b37-b695-9274bdb06068,Raven,Merritt,briannajackson@example.com,(207)948-8422,3480 Mckinney Estate,Schmidtburgh,Colorado,60048,Niger,"Allen, Richards and Griffith",Human resources officer,2024-02-03,2024-05-17,live,4295.82,Baja,Efectivo,True,Bill seem grow.,1980-01-08,Otro,Alto,10,True,64,8%,Leal,Michael Jenkins,Internacional
ab63c242-aec4-4c2b-b21e-9637e99bdb2d,Valerie,Davis,zdyer@example.net,001-860-941-7445x346,8381 Smith Path,South Zacharychester,Ohio,74478,Poland,Martinez PLC,Landscape architect,2024-10-29,2025-03-14,piece,7859.94,Alta,Transferencia,True,Organization world success cold.,1993-05-22,M,Medio,5,False,53,8%,Potencial,Clinton Maddox,Internacional
6ac5eb50-b1f6-4f72-b914-0eb43a808dfb,Shelley,Singleton,msweeney@example.com,+1-983-499-5236x79991,88533 Jason Terrace Apt. 119,Benjaminview,Alabama,25227,Tunisia,"Luna, James and Bryan",Computer games developer,2023-08-22,2024-12-28,prepare,7985.28,Alta,PayPal,False,Create guy floor available each view.,1959-10-06,F,Medio,7,False,-19,34%,Nuevo,Courtney Moore,Norte
98a1257a-2f73-493d-887a-bbf4253223ab,Olivia,Brooks,vhorton@example.net,276-787-4929x359,22051 Jodi Dale Suite 916,Port Natasha,New Mexico,88709,Cyprus,Chavez-Hull,Government social research officer,2024-01-23,2025-04-17,visit,1936.96,Media,Efectivo,False,Seven move job compare exist.,1968-11-15,Otro,Alto,3,True,60,28%,VIP,Rebecca Mason,Norte
04e8aa34-7dc0-4ec9-8fdb-f37e8d7de409,David,Melendez,tbarr@example.org,(314)849-4921,65151 Flores Causeway,Mccoyhaven,Florida,28266,Australia,Burch-Thompson,Musician,2023-09-06,2025-03-21,of,2276.53,Baja,PayPal,True,And interesting low show weight human start.,1961-03-15,Otro,Bajo,10,True,72,32%,Nuevo,Michelle Wood,Oeste
fbee9d3e-5973-4b45-95e6-216a71556521,Eric,Blair,udixon@example.net,+1-450-564-5926x51145,72103 Grant Forks,Port Chloefurt,Vermont,16849,Saint Pierre and Miquelon,Morgan-Williams,Bonds trader,2023-06-24,2024-10-24,success,1365.86,Baja,Efectivo,True,Seem physical dark poor spring build.,2002-03-23,M,Medio,2,True,90,47%,Potencial,Matthew Beck,Internacional
49f4af71-c3b1-4487-ab4d-6aebe030831e,Jay,Lopez,watsonapril@example.org,(415)498-3215,998 Hodges Stream,New Jennifer,Massachusetts,43155,Cameroon,"Carlson, Jordan and Young",Industrial buyer,2023-11-26,2024-07-22,field,3874.42,Baja,Tarjeta,True,Think political which nation nation mention foot she.,1966-11-01,M,Bajo,10,True,-78,12%,Potencial,Lisa Allen,Norte
7208ce07-136a-431f-a88b-a284925f4584,Sarah,Whitney,cfigueroa@example.org,(312)543-9947x11941,064 Emily Hill,Staffordshire,Illinois,44991,Nicaragua,Jenkins-Smith,Ophthalmologist,2025-01-03,2025-03-11,fish,4560.34,Media,Transferencia,False,Vote newspaper front reason power.,1988-03-29,M,Alto,7,False,-47,4%,Leal,Kerry Lewis,Oeste
bf3db5d1-1790-46b6-b78e-6d0f90f8b103,Robin,Martinez,wilcoxamanda@example.com,(933)241-2479,45590 Davidson Land,East Amybury,West Virginia,12824,Chad,"Phillips, Carrillo and Harris",Theatre stage manager,2025-01-28,2025-01-13,five,4486.67,Alta,Transferencia,False,On moment development.,2006-05-03,F,Alto,1,False,-3,5%,Potencial,Patricia Ferguson,Oeste
2867a161-a3d9-4253-86b8-19789e24269e,Mary,Rhodes,andreasanchez@example.net,+1-839-445-0223x216,739 Beck Shoal Suite 441,Martinfurt,Massachusetts,65509,American Samoa,"Gray, Warren and Hunter",Barista,2023-05-10,2024-12-27,work,5912.31,Media,Transferencia,False,Fill those much meet assume.,1979-04-05,F,Medio,10,False,18,38%,Potencial,Christina Hernandez,Internacional
4fae0620-aa4d-4f6e-b671-c3bc081e77ad,Jonathan,Bennett,igonzales@example.org,747-765-9213,47783 Todd Drive Suite 569,Meganfort,Oklahoma,55909,Eritrea,Thomas and Sons,Surgeon,2024-06-12,2024-06-06,owner,446.29,Media,PayPal,True,Computer hope follow really her child.,1999-11-07,F,Bajo,4,False,-46,41%,Potencial,Julie Johnson,Este
3fea0439-683c-4020-bcc6-ce55981f2d00,Stephanie,Ho,xlewis@example.com,001-469-521-8098,9419 Carpenter Crescent,Kingborough,Michigan,78326,Guinea-Bissau,Thompson Inc,Chief Operating Officer,2024-06-11,2025-02-28,decision,3473.33,Alta,Tarjeta,True,Doctor visit market century.,1967-06-23,F,Medio,1,False,65,10%,VIP,Andrew Hansen,Sur
382d28d7-8837-4158-ab03-ca46239796c7,Samantha,Pacheco,courtneyhubbard@example.net,527.398.3622,326 Susan Center Suite 856,Jenniferside,Maryland,82934,Somalia,Massey-White,Farm manager,2024-10-18,2025-01-27,my,5782.86,Media,Tarjeta,True,Huge friend computer travel.,1957-08-09,Otro,Bajo,6,True,5,38%,Nuevo,Krista Cook,Internacional
bab94143-0ec5-4ce5-88bb-7e13d6d5ba25,Jodi,Ramirez,joshuabruce@example.net,497-660-3490x38737,0937 Bowers Summit,Elizabethmouth,Massachusetts,51513,Vanuatu,Brown Inc,Tourism officer,2023-10-05,2024-05-07,mother,1779.34,Alta,Tarjeta,True,Mission trouble eat picture customer treatment hair.,1972-05-14,Otro,Alto,9,False,33,40%,Potencial,Bianca Johnson,Este
