id,nombre,apellido,email,telefono,direccion,ciudad,estado,codigo_postal,pais,empresa,puesto,fecha_registro,fecha_ultima_compra,producto_favorito,monto_total_compras,frecuencia_compra,metodo_pago,activo,notas,fecha_nacimiento,genero,nivel_ingresos,nivel_satisfaccion,cliente_recurrente,nps,descuento,tipo_cliente,referido_por,region
18d8d386-e9f7-4d3a-a326-7544c1c78bd2,Bianca,Todd,masondonna@example.net,001-674-671-5082,21439 Vega Fords Apt. 711,Flynnburgh,Wisconsin,86910,Costa Rica,Greene-Brown,Retail manager,2024-04-24,2024-12-18,person,7648.13,Baja,Transferencia,True,Property through check third box option.,1991-04-20,Otro,Bajo,1,True,-1,43%,Potencial,Laurie Nguyen,Este
0332071b-9477-4908-96da-0db3be452a96,Amy,Browning,rpeters@example.com,5764546813,40331 Watts Glens,New William,South Carolina,37805,Cuba,Hodges Ltd,"Therapist, drama",2024-12-19,2025-02-19,quickly,9821.77,Baja,Tarjeta,True,Travel speak fish sea.,1987-11-27,M,Alto,5,False,58,10%,Nuevo,Shannon Kim,Este
05e92a4f-e234-4547-82b4-7c3247806220,Donald,Dean,hwilkerson@example.net,760-951-5202,240 Peterson Bypass Apt. 496,North Justin,Rhode Island,25567,Reunion,"Jackson, Montgomery and Fox",Commercial/residential surveyor,2024-08-17,2024-06-20,us,2397.64,Media,Tarjeta,True,Save garden must.,1968-12-02,Otro,Alto,8,True,45,22%,VIP,Stephen Long,Sur
e870ab18-ebe7-458c-a136-ee14fbc1bed6,Emma,Hernandez,michael25@example.org,(540)457-5379x7249,9509 Poole Brook Suite 759,Shelbychester,Michigan,99712,Uganda,Miller-Murphy,Information systems manager,2025-01-20,2024-08-27,attack,5578.16,Alta,PayPal,True,Wonder sport concern safe share suddenly identify book.,1973-08-10,F,Bajo,4,False,-71,47%,Nuevo,Jason Soto,Norte
44ff5480-e22b-4a50-be2c-b26580bf02a2,Michele,Walsh,courtneybaker@example.org,+1-953-676-5677,50091 Fox Forks Suite 569,South Erik,Alabama,07882,Chad,Collins and Sons,Actuary,2025-01-17,2025-03-15,along,9190.98,Media,PayPal,True,Family born table personal.,1970-09-09,M,Alto,4,False,-7,38%,Leal,Mike Gonzalez,Sur
689dab5e-7503-4019-9823-64e36af3f26f,Stacey,Watson,staceymorgan@example.net,428.549.1101x8590,75876 Mark Crest,South Karen,Kansas,97788,Croatia,Collins-Barrett,Insurance underwriter,2023-10-16,2024-07-12,opportunity,2912.69,Baja,Efectivo,False,Interview law contain scientist offer money at.,1977-11-15,M,Bajo,9,False,-93,20%,Potencial,Lawrence Baker,Este
12833b5c-f4af-409e-b82f-582c1edcd556,Kyle,George,crobinson@example.org,503.957.3763,425 Rojas Station,West Patrick,Indiana,75204,Montenegro,Watts PLC,"Scientist, clinical (histocompatibility and immunogenetics)",2023-07-10,2025-01-14,role,9892.22,Alta,Tarjeta,False,These professional trip begin same bad.,1971-03-10,Otro,Alto,4,False,64,44%,Leal,Heather Wilson,Sur
39d72021-add6-40ad-9abe-75191859e758,Michelle,Mcguire,xpratt@example.org,9552228397,21806 Vincent Drive Suite 958,Kaylahaven,Oregon,65261,Faroe Islands,"Anderson, Duncan and Wolfe","Loss adjuster, chartered",2024-10-16,2024-08-02,west,1166.13,Alta,Tarjeta,True,Nothing move drop participant today service safe leader.,1987-02-06,Otro,Alto,2,False,-26,11%,Leal,Krystal Mitchell,Norte
f6fc67d8-327c-449d-93c8-a9682aee7635,Kevin,Galloway,pmoyer@example.com,(855)230-6800x02932,0240 Chan Extensions Apt. 629,East Paulville,Minnesota,15642,Cote d'Ivoire,"Christian, Anderson and Snyder",Media planner,2023-08-14,2024-10-26,clear,605.4,Baja,Efectivo,True,Up say director eat house after.,1960-02-29,Otro,Bajo,4,False,-72,41%,Potencial,Tiffany Reeves,Norte
0d510a97-37d7-460d-86c8-3bf4c01d7140,Lisa,Byrd,qmedina@example.org,(575)625-6288x67134,225 Amy Mission Suite 393,East Jenniferchester,Hawaii,97381,Andorra,"Ryan, Butler and Martinez",Marine scientist,2024-01-12,2025-04-09,nothing,2064.12,Alta,PayPal,False,Capital speech dark very.,1966-10-31,F,Medio,6,True,-89,11%,Potencial,Lynn Boyd,Norte
88782a17-c91b-497f-9cef-064bf4fe4a77,Laura,Ellison,petermartinez@example.org,001-511-493-3409x9527,7270 Kyle Well,Jaredtown,Nevada,03591,Netherlands Antilles,Mann Ltd,Architectural technologist,2024-02-06,2024-06-21,room,1558.17,Alta,Transferencia,True,Management hit cold necessary state seek take federal.,1966-05-18,Otro,Bajo,8,True,-73,45%,Leal,Dustin Joyce,Oeste
14085fb2-65c1-47ca-bfa7-8d1fdfe3cb16,Karen,Obrien,alvarezkatelyn@example.net,(715)841-7844,49693 Schmidt Green,Brookeburgh,Montana,54900,Italy,Mitchell-Allen,"Therapist, art",2024-01-28,2024-11-05,same,5015.23,Alta,Transferencia,False,Should door ever doctor sport heart.,1998-01-06,M,Medio,4,True,97,35%,Leal,Michele Williams,Este
10d07557-39ee-4273-8538-7d174a6124b1,Samantha,Johnson,matthewrios@example.org,686.516.2205x7140,990 Christensen Fall,Brianville,Colorado,77149,Croatia,Bridges Group,Print production planner,2025-03-31,2024-12-05,nice,4984.61,Alta,Tarjeta,False,Home stock even magazine drug.,1992-04-21,F,Alto,10,True,-93,46%,Potencial,Rhonda Morgan,Internacional
8289e1d3-af95-4d13-a62d-dc770d32ca2d,Tammy,Murphy,andersonpatricia@example.org,(850)559-9750x72467,67690 Mark Ferry,West Jasonmouth,North Carolina,35417,Luxembourg,Dunn and Sons,Equality and diversity officer,2024-08-21,2024-09-24,probably,9138.57,Baja,Transferencia,False,Ten one certain help despite chance help summer.,1978-04-07,F,Bajo,5,False,-34,36%,Leal,Carolyn Williams,Norte
1a6b0f0d-39f2-488d-9a32-bc6cb1598fb4,Melissa,Abbott,michael61@example.net,(742)748-5836,39334 Olsen Inlet Suite 486,Ericberg,Vermont,16041,Finland,Ford-Diaz,Medical laboratory scientific officer,2024-07-30,2024-06-05,information,4318.69,Baja,PayPal,True,Other radio occur I.,1980-09-12,Otro,Alto,8,False,-6,37%,Leal,Tara Clark,Internacional
d2f39bbf-03bd-43fb-8412-d5840d4e8d12,Terri,Carroll,ribarra@example.net,+1-544-729-3584x833,59196 Derek Causeway,Port David,Arkansas,62741,Nepal,Jones-Gonzalez,"Administrator, local government",2024-06-30,2024-08-23,note,3419.19,Media,Efectivo,False,Then line per spend.,1960-05-18,Otro,Bajo,8,False,74,28%,Leal,Tina Dawson,Sur
d20ccea3-b6bc-4ad4-a02e-6fb5b64dd031,Shane,Anderson,stephanie53@example.org,310.865.7960x1124,39594 Tiffany Mountains Suite 778,Kathrynhaven,Oregon,42555,United States Virgin Islands,Rivas and Sons,"Producer, television/film/video",2023-05-27,2025-02-10,guy,5272.19,Media,PayPal,True,Sign suddenly never note power during.,1984-11-02,Otro,Bajo,4,True,83,20%,Potencial,Amanda Jacobs,Oeste
0914d945-9d08-4009-a523-90869331aff4,Anthony,Phillips,joygeorge@example.org,(327)507-5048,4468 Everett Crest Apt. 081,New Benjamin,Minnesota,18264,Samoa,"Cummings, Pierce and Bowers",Clothing/textile technologist,2025-02-01,2024-07-19,everybody,8264.16,Baja,Transferencia,False,Nearly always relationship.,1989-06-26,F,Alto,2,True,-36,14%,VIP,Cheryl Ross,Norte
c6f62bf9-fa96-462f-b87e-15407cdfff92,Brenda,Campbell,gracerichard@example.net,+1-350-633-3552,155 Joshua Station Suite 389,Cindyport,Alabama,87607,Armenia,Thomas-Burke,Acupuncturist,2023-06-27,2025-03-17,remember,3990.81,Alta,PayPal,True,Understand crime her myself develop year.,1997-11-29,Otro,Medio,7,True,-72,49%,Nuevo,Tina Reyes,Este
e8cb4375-e0e6-4838-96f6-c5da896486d7,Elizabeth,Carey,slang@example.com,724-511-4955x61151,730 Bryan Haven,Port Jasonborough,Rhode Island,22774,Bermuda,Edwards-Wilson,Investment analyst,2024-02-04,2025-03-08,tell,9000.09,Alta,PayPal,False,Drug employee guy stock lead occur.,1959-06-16,F,Alto,4,False,31,34%,VIP,Susan Ross,Este
aace6175-09b0-40bb-93cc-d01b0a40db73,Amy,Snyder,paula12@example.com,+1-312-249-6352x23661,368 Sarah Roads,Marshallbury,Florida,59440,San Marino,"Davis, Estrada and Sampson","Nurse, children's",2025-03-30,2025-01-10,drop,3130.34,Baja,PayPal,True,Hair together fund.,1967-09-25,Otro,Bajo,9,True,70,49%,Nuevo,Mrs. Megan Harris,Este
1fa55ca4-f977-40c3-871b-a200e8bdf52f,Tiffany,Rocha,nanderson@example.net,5899994681,2283 Karen Trail Suite 905,Gabrielchester,New Mexico,65102,Reunion,"Jones, Bailey and Stewart",Company secretary,2024-02-26,2025-03-01,my,7968.31,Alta,PayPal,True,Senior station sign figure.,1972-12-19,F,Bajo,8,False,68,35%,Nuevo,Dr. Mitchell Martinez,Internacional
f0598e9f-293e-4979-bbe8-616a3a2c9020,Mark,Choi,jessicahansen@example.net,607.214.8193x6399,00381 Michael Meadow Apt. 005,Kimberlymouth,Kentucky,32907,Morocco,Levine LLC,Building control surveyor,2024-10-18,2025-03-18,girl,542.11,Alta,Tarjeta,False,Season main source time.,1978-06-18,Otro,Bajo,2,False,77,32%,VIP,Melvin Miller,Este
ac358b6c-677f-4b1b-b072-8d71fc6e550f,Joseph,Snyder,weaverisabella@example.net,3328239723,25108 Dalton Skyway,South Christopherfort,New Hampshire,26056,Mauritania,Kennedy PLC,Technical author,2024-07-31,2024-06-13,onto,4049.23,Alta,Tarjeta,False,Seek left safe medical.,1975-12-03,F,Medio,1,False,-15,39%,VIP,Alyssa Todd,Sur
4c64f492-edd4-4cc1-8818-a1e7b776df17,Anne,Webb,joseph92@example.net,518.361.6288x749,4852 Kristie River,North Michaelland,Kansas,42849,Georgia,Chavez Inc,Chiropractor,2023-08-09,2024-12-18,out,2852.22,Alta,Transferencia,False,Upon forget her the.,1964-07-01,M,Alto,2,True,60,49%,Nuevo,Christine Lawson,Sur
5da94563-409c-4fb4-b775-6b449ea19476,Justin,Green,gibsonandrew@example.com,640.613.5945x766,2589 Grace Greens,Lisaton,Montana,80115,Nigeria,Mendez-Cain,"Social research officer, government",2023-08-01,2025-03-19,exactly,8274.19,Baja,PayPal,True,With behind building too experience physical.,1989-02-19,F,Bajo,8,True,-59,28%,Nuevo,Christopher Hernandez,Este
052b6b15-3f7e-4e8f-9c7f-4818e70702f0,Wesley,Romero,gonzalescaroline@example.org,001-291-546-1671x98637,101 Martinez Shores Suite 199,Dannymouth,New Jersey,66466,Tokelau,Miranda-Nguyen,Counsellor,2024-08-11,2024-10-28,finally,8685.82,Alta,Transferencia,False,National question investment figure home impact technology.,1958-04-23,F,Alto,3,True,-32,6%,VIP,Angela Golden,Oeste
b129a0d0-128b-47e3-afd0-abdd54fdb8e7,Richard,Murray,gregorymartinez@example.org,+1-920-387-0640x5520,23239 Melissa Points,Valenciaberg,Iowa,59120,Mexico,Bray Inc,Animal technologist,2023-11-14,2024-06-27,middle,4072.71,Media,Transferencia,True,My institution include out.,2002-08-03,F,Medio,2,False,-16,33%,Potencial,Gabrielle Roberts,Este
ecd0e5d7-9bf7-4e8f-ac4c-56569677ccb3,David,Hunter,cassandralewis@example.com,274.914.0321,91538 Brown Prairie,South Anthonyshire,Montana,20413,Moldova,Wong Group,Actuary,2025-04-18,2025-01-10,picture,3928.47,Media,Transferencia,True,Wear join director fund entire out.,2006-05-25,Otro,Alto,8,False,51,18%,Leal,Nicholas Garner,Este
f66fae4d-e2fc-4900-8e46-c7e15b3dbc79,Christopher,White,zcarter@example.com,001-963-752-0077x472,5166 Melissa Parkways,New Teresamouth,South Carolina,53579,Nepal,"Callahan, Robinson and Deleon",Waste management officer,2023-07-16,2024-04-30,score,6399.96,Media,Efectivo,False,Issue say bring arrive.,1957-10-30,M,Alto,7,True,-27,23%,Leal,Brian Wilson,Sur
820fefce-ebf8-46f2-813a-afd495d233f0,Michael,Clark,christinawashington@example.org,303.492.9342x68888,93084 Nelson Plains,Woodmouth,North Carolina,64462,Holy See (Vatican City State),"Buckley, Bright and Ho","Nurse, mental health",2024-06-29,2024-05-04,rather,1666.23,Media,PayPal,True,Professor goal article it present job.,1977-11-14,M,Alto,2,True,-20,31%,VIP,Brandon Cruz,Norte
f68a69e6-9ccd-4e62-ab96-f2810679de96,Kevin,Robinson,fbrown@example.org,+1-731-386-9287x028,079 Cook Highway,Owensstad,New York,32898,Isle of Man,Williams LLC,Television camera operator,2023-05-07,2025-01-25,reality,5735.32,Alta,Efectivo,True,Modern forward economy black against head.,1984-11-24,Otro,Medio,10,True,-90,26%,Leal,Benjamin Krause,Oeste
cbb88f92-479d-45be-9a92-6633dc3406b8,Amanda,Rosario,dennisorr@example.org,496-523-8691,3698 King Prairie,Port Davidtown,Maryland,85367,Hungary,Smith-Kent,Minerals surveyor,2024-02-11,2025-04-02,must,2392.35,Baja,Transferencia,False,Talk recognize production thousand.,2004-09-24,Otro,Bajo,4,False,81,33%,Leal,Angela Hampton,Norte
c5c23abf-a059-4534-ab8e-34bdd02c29c7,Christopher,Young,michaelpeters@example.net,(479)685-4547x215,3238 Wright Groves Apt. 670,East Joefort,New York,42604,Tanzania,Reyes Inc,Media planner,2023-07-05,2024-06-17,religious,7164.07,Media,Transferencia,False,Key room cover.,1965-01-29,M,Bajo,9,False,-71,23%,Nuevo,Allison Bryant,Norte
16a9bf24-70dc-4898-8783-fa0a5d326874,Jason,Hurley,shelby88@example.com,+1-627-310-6005x4836,73869 Todd Junction Suite 043,Bautistaport,Maryland,62250,Bulgaria,"Jordan, King and Valentine",Actor,2023-11-21,2024-09-04,market,6887.11,Baja,Transferencia,True,Expect fear maintain information peace Mr ready.,1971-11-15,Otro,Alto,6,False,79,46%,Leal,Tracy Lewis,Norte
93189419-ed85-4646-9382-e33fb7f9737c,Victor,Kidd,susan83@example.net,001-454-802-2063,028 Katie Villages,West Manuelville,Massachusetts,28662,El Salvador,Williams-Martinez,Garment/textile technologist,2024-09-18,2025-01-02,operation,9549.97,Media,Tarjeta,False,Actually nice court type forget player everything.,1968-12-15,F,Bajo,4,False,-25,30%,Potencial,Robert Wilson,Sur
f5354a55-9daf-4dd5-b55a-d697181d2a25,Ryan,Murphy,upoole@example.net,242-618-1217,3873 Carter Rest Apt. 508,Smithstad,Missouri,17238,Christmas Island,"Davidson, Duran and Gonzalez",Pension scheme manager,2024-01-15,2024-05-23,explain,2035.71,Alta,Efectivo,False,Total our as spring herself yes yes change.,1965-06-30,Otro,Bajo,4,True,-42,3%,Nuevo,Katherine White,Oeste
1e4ee216-d1bd-4fde-9d00-05f82f2c27cb,Tyrone,Murphy,oking@example.net,544.777.2365,04392 Vasquez Ways Apt. 701,Gardnerstad,Alabama,53046,Saint Vincent and the Grenadines,"Moran, Huynh and West","Engineer, communications",2023-07-14,2025-04-02,kid,7031.08,Media,Transferencia,True,Support system never part.,1977-06-29,Otro,Medio,6,False,-36,30%,VIP,Samantha King,Internacional
1316e565-214e-49a2-805b-be605ab6612a,Joshua,Carter,briggsgary@example.net,(616)704-4955x040,708 Gregory Flats,Port Jenniferhaven,Georgia,91977,Seychelles,"Brown, Davis and Sanchez",Community pharmacist,2024-01-23,2025-01-25,second,7133.85,Baja,Transferencia,True,Similar smile still.,1979-01-04,M,Medio,7,False,-79,19%,Leal,Nicole Douglas,Sur
71baf12f-8119-402e-b119-199dab211b4f,Jerry,White,simpsonjonathan@example.com,+1-684-505-2103x253,308 Karl Branch,Valeriechester,Kansas,61314,Cayman Islands,Case Group,Medical illustrator,2023-09-19,2024-11-13,likely,6998.49,Media,PayPal,False,Pm learn company beautiful ready hotel per.,2005-08-08,Otro,Alto,8,True,62,28%,Leal,Christopher Miller,Norte
346de6d0-9041-4fff-a02b-af4c4bacad31,Brandi,Phelps,halemarcia@example.com,703.272.6716x35758,4816 Dawn Crossroad,Charleshaven,West Virginia,74493,Belize,"Chavez, Banks and Cline",Building services engineer,2024-05-29,2024-12-01,strong,1033.0,Media,Efectivo,False,Truth sea either capital his.,2005-07-28,M,Medio,8,True,22,15%,Leal,Mark Mclaughlin,Norte
21d49054-13ee-46ff-8fb2-8964570c1dca,Thomas,Delacruz,dgreen@example.org,490.361.2082x0487,299 Thomas Key Apt. 768,South Seanview,Montana,95983,Panama,"Meyer, Johnson and Scott","Nurse, mental health",2024-05-17,2024-05-03,a,2463.67,Alta,Efectivo,False,Material point free direction into bar.,1965-07-19,Otro,Medio,4,True,-22,14%,VIP,Meghan Castillo,Norte
6a8480b7-46ee-4d7d-9f50-953f938226c2,Ashley,Sanders,dana96@example.com,(256)397-9956x16103,3394 Ward Circles,West Stevenstad,Virginia,19909,Timor-Leste,King-Rivera,"Production assistant, radio",2025-04-15,2024-05-25,worry,7125.09,Alta,Transferencia,True,Alone however arm per.,2002-01-04,F,Medio,7,False,88,49%,VIP,Kathy Pugh,Sur
87bdd43b-46a2-460d-bd67-7335fa3c83cf,Eric,Gonzalez,thomas90@example.org,(396)935-3336,692 Hernandez Tunnel Suite 739,North Jenniferville,Maine,80137,Kenya,"Brooks, Lewis and Castillo",Cartographer,2024-07-02,2024-05-09,watch,156.54,Baja,Efectivo,True,While form produce this trade economy tax.,1966-05-24,F,Alto,2,True,88,42%,Potencial,Christine Rice,Norte
3964c403-c2a0-4476-a6ab-982a35e1e053,Jonathan,Pena,robinsonkelly@example.com,2737268899,3426 Peterson Neck,South Allen,Utah,49696,Turkey,Jackson LLC,Site engineer,2024-10-01,2024-08-25,lay,4999.24,Alta,Efectivo,True,Determine pay wall both.,1982-11-04,M,Medio,7,False,51,11%,Potencial,Diane Maynard,Norte
1ac3c889-1cd7-489d-a95c-51de70017277,Mark,Butler,icole@example.com,+1-237-319-7422x672,8018 Brown River,Thomasmouth,Nevada,55407,Saint Barthelemy,Burke Group,Television camera operator,2023-12-31,2024-05-12,let,579.13,Baja,Transferencia,False,Pretty hard several close it share win.,1982-12-26,M,Alto,1,False,-64,7%,Nuevo,Ricky Calderon,Este
31900338-0b0f-49ef-826b-581e244d63dd,Dillon,Jones,lwilson@example.net,001-946-684-3516x0805,94738 Nixon Harbors Apt. 438,East Todd,Ohio,93342,Palau,Burton-Warren,Intelligence analyst,2023-05-24,2025-01-23,ability,6044.92,Alta,Transferencia,True,Kitchen federal your music food.,1963-06-01,M,Medio,2,True,69,14%,Leal,Kristina Bates,Internacional
e11aac47-01ff-4eb0-81ff-e9766983eb93,Paul,Welch,courtney26@example.net,(630)518-8556x18261,8759 Barrera Road Apt. 779,Lake Jasonburgh,Massachusetts,77933,Benin,Pope-Gonzalez,Immigration officer,2024-08-15,2024-07-02,tree,7473.63,Media,PayPal,True,Left myself provide look college speak.,1958-01-10,M,Bajo,10,True,18,24%,Nuevo,Heather Burns,Este
621c2594-fb31-4299-a229-35f603089183,Michael,Newman,fitzpatrickjessica@example.com,773-392-1646x4605,69645 Donald Common,Port Tara,Tennessee,52076,Burkina Faso,Sullivan-Barron,Music therapist,2023-06-04,2024-12-28,leave,8291.16,Media,Tarjeta,True,Over kid approach wrong.,1984-03-18,M,Medio,7,True,47,45%,VIP,Denise Martin,Este
73fe800a-487d-476e-9af3-df9d607f8fe6,Jennifer,Hebert,steinjeremy@example.com,+1-742-572-4690x7521,064 Moore Harbor,Nobleside,Kentucky,06421,Anguilla,Johnson LLC,Health visitor,2024-08-10,2025-04-30,each,3790.86,Media,Efectivo,True,Here task prevent authority perhaps edge language.,2001-01-31,Otro,Alto,10,False,57,41%,Nuevo,Wendy Phelps,Sur
0a60f9e4-d426-4d9b-84db-5ea691f0c41a,Amanda,Ward,lindanielsen@example.com,349.699.6351,8142 Scott River Suite 462,Robertberg,South Dakota,17282,Sri Lanka,"Hernandez, Foster and Kent",Astronomer,2023-05-07,2024-10-15,activity,3150.42,Alta,PayPal,False,Near medical decide once smile beautiful score.,1977-04-03,Otro,Medio,6,True,-1,36%,Nuevo,Melinda Smith,Internacional
b2886672-c1d5-4f5a-9892-a3f4a9e617c2,Amber,Davila,dawn70@example.org,(959)848-9514x281,601 Johnson Trail,Lake Joannaville,Idaho,65064,Syrian Arab Republic,"Gordon, Anderson and Simmons",Archivist,2024-01-26,2024-05-22,example,5108.31,Baja,Tarjeta,True,Vote stand sort behind.,1957-06-27,F,Bajo,8,True,53,42%,Potencial,Christian Martin,Este
ae7f8c7a-47ac-4e47-ab04-3d862652ff62,Philip,Michael,zlopez@example.com,+1-330-725-6695x43268,6691 Laura Trace Suite 910,Lake Frankburgh,Georgia,12277,Slovenia,David-Cabrera,Illustrator,2024-10-08,2024-09-13,discuss,5886.99,Baja,PayPal,False,Join large total meeting truth allow.,1974-11-27,F,Medio,8,False,71,23%,Potencial,Danielle Espinoza,Este
b2dc58dd-c322-4d19-825f-19be86cb8e07,Jonathan,Aguilar,tracyellis@example.org,380-823-6729x940,16629 Sara Spring,Jasonmouth,Kentucky,15695,Brazil,"Smith, Brown and Kirk",Dramatherapist,2024-04-13,2024-05-12,friend,152.71,Media,Transferencia,True,Especially modern structure girl trade how strong inside.,1962-12-12,F,Alto,2,True,20,49%,VIP,Anna Alexander,Oeste
0bb7bfcc-7bc7-4137-bf66-9d8421e7d472,Anita,Valdez,nthompson@example.net,001-776-524-9300,17238 Cline Course Apt. 994,Jeremyborough,Michigan,50089,Monaco,"Flores, Weber and Wells",Press sub,2024-11-05,2025-01-06,stock,2652.77,Baja,Efectivo,True,Place citizen guy nearly.,1994-08-01,M,Bajo,5,True,90,41%,Leal,Michele Malone,Oeste
87c2e940-9944-4c20-8983-13af8defd93a,Jessica,Barrett,martinbrandy@example.net,734.793.6499x6481,49621 Brown Roads,Frankshire,New Hampshire,74731,Fiji,Case-Moran,Forensic psychologist,2024-04-06,2024-09-13,simple,7900.32,Alta,PayPal,True,Record benefit now bill successful sort technology.,2005-06-05,Otro,Alto,3,True,6,20%,Leal,Jeffrey Jackson,Internacional
91e2c93e-7e7c-4172-a5c9-c134401eb917,Randy,Wright,castanedadanielle@example.com,001-529-886-6222,05781 Lewis Via Apt. 136,East Brittany,Rhode Island,68529,Jersey,Schmitt-Allen,"Programmer, applications",2025-02-10,2024-12-03,dinner,6029.72,Alta,Efectivo,True,Team wonder trip your.,1998-07-26,Otro,Bajo,1,True,15,10%,Nuevo,Jonathan Jones,Internacional
9db04e31-3920-4a01-ac71-f175e04aa05f,Adam,Lewis,christy68@example.net,(810)614-1135,019 David Glen Apt. 549,North Kerriville,West Virginia,81404,Belize,Hughes-Cameron,Systems analyst,2024-10-27,2025-04-07,fire,9164.47,Media,Transferencia,False,Brother those these stand doctor phone range stay.,2005-02-13,Otro,Alto,4,False,15,29%,VIP,Ana Jones,Sur
b4f0959f-7431-4203-8ece-1ee35ec460a6,James,Williams,sharon21@example.org,001-963-538-4982,88913 Preston Shores,Brooksstad,Connecticut,28716,British Virgin Islands,Wood Inc,"Administrator, local government",2025-02-27,2024-07-08,rich,1700.22,Media,Transferencia,True,Church movie point study idea reach attorney.,1966-03-12,F,Bajo,10,True,6,14%,Nuevo,Steven Moore,Este
b6943d2f-da62-4f50-802e-169b8e056f80,Edwin,Rodriguez,williamsnichole@example.net,366.855.7393x300,154 Carpenter Forges Apt. 356,Lake Jenniferfort,Alaska,16863,Heard Island and McDonald Islands,Green Inc,Emergency planning/management officer,2024-02-28,2025-03-04,agency,3891.35,Alta,Transferencia,False,Middle example else game.,1998-01-13,M,Alto,4,True,88,46%,Potencial,Anthony Chung,Este
